_c0,Title,Organization,Skills,Ratings,Number of Reviews,Difficulty,Min Duration (Months),Max Duration (Months)
477,Data Science Fundamentals for Data Analysts,Databricks,"Data Analysis, Data Science, Machine Learning",4.2,51000,Intermediate - Course,1,3
478,Data Science Project: MATLAB for the Real World,MathWorks,"Data Analysis, Machine Learning, Data Science, Matlab",4.8,24000,Intermediate - Course,1,4
479,Data Science Capstone,Johns Hopkins University,"Data Analysis, Natural Language Processing, R Programming, Exploratory Data Analysis, Human Learning, Machine Learning, Machine Learning Algorithms, Problem Solving, Statistical Machine Learning, Computer Programming",4.5,1000,Mixed - Course,1,3
505,Introduction to Networking and Storage,IBM,"Computer Networking, Cloud Storage, Networking Hardware, Cloud Computing, Network Architecture",4.7,31000,Beginner - Course,1,3
507,Networking Fundamentals,"Akamai Technologies, Inc.","Network Architecture, Network Security",5.0,11000,Beginner - Course,1,3
508,Computer Communications,University of Colorado System,"Computer Networking, Network Model, Network Security, Network Architecture, Networking Hardware, Communication, Computer Architecture, Network Analysis, Theoretical Computer Science, Account Management, Software-Defined Networking, Leadership and Management, Back-End Web Development, Computer Graphics, Internet Of Things, Operational Analysis, Scrum (Software Development), Visualization (Computer Graphics), Accounts Payable and Receivable, Algorithms, Organizational Development",4.6,3000,Intermediate - Specialization,3,6
509,Network Automation Engineering Fundamentals,Cisco Learning and Certifications,"DevOps, Python Programming",4.5,34000,Beginner - Specialization,3,6
510,Akamai Network Engineering,"Akamai Technologies, Inc.","Computer Security Incident Management, Mobile Security, Network Architecture, Network Security, Risk Management",4.9,35000,Beginner - Professional Certificate,3,6
511,Cybersecurity Operations Fundamentals,Cisco Learning and Certifications,"Network Security, Operations Management",4.7,17000,Beginner - Specialization,3,6
512,Create a Profile and Network on LinkedIn,Coursera Project Network,"Communication, Professional Development",4.7,71000,Beginner - Guided Project,,
513,Introduction to TCP/IP,Yonsei University,"Computer Networking, Computer Security Models, Network Architecture, Network Model, Network Security, Network Analysis, Networking Hardware, System Security, Communication, Security Engineering",4.6,2000,Beginner - Course,1,3
514,Palo Alto Networks Cybersecurity,Palo Alto Networks,"Network Security, Security Engineering, Computer Networking, System Security, Software Security, Network Architecture, Cloud Computing, Computer Security Models, Strategy and Operations, Computer Security Incident Management, Operations Management, Security Software, Cyberattacks, Network Model, Security Strategy, Software As A Service, Cloud Applications, Cloud Infrastructure, Leadership and Management, Networking Hardware, Strategy, Cloud Management, Cloud Standards, Cloud Clients, Software-Defined Networking",4.6,42000,Beginner - Professional Certificate,3,6
516,Get Started with Figma,Coursera Project Network,"User Experience, Web Design",4.2,70000,Beginner - Guided Project,,
517,Career Discovery,University System of Georgia,"Leadership and Management, Communication, Planning, Writing",4.6,1000,Beginner - Specialization,3,6
519,Network Defense Essentials (NDE),EC-Council,"Security Engineering, Network Security, System Security, Software Security, Cloud Computing, Security Software, Internet Of Things, Kubernetes, Mobile Security, Network Architecture, Computer Networking",4.5,52000,Beginner - Course,1,3
520,Introduction to CRM with HubSpot,Coursera Project Network,"Customer Relationship Management, Marketing, Data Management, Leadership and Management",4.7,66000,Beginner - Guided Project,,
522,Networks and Communications Security,ISC2,"Network Security, Communication",4.7,25000,Beginner - Course,1,3
523,Neural Network from Scratch in TensorFlow,Coursera Project Network,"Artificial Neural Networks, Deep Learning, Machine Learning, Data Science, Tensorflow",4.5,27000,Intermediate - Guided Project,,
530,IBM Business Intelligence (BI) Analyst,SkillUp EdTech,"Data Management, Databases, SQL, Data Visualization, Database Administration, Database Application, Database Design, Microsoft Excel, Data Structures, Data Architecture, Database Theory, Spreadsheet Software, Data Model, Data Warehousing, Python Programming, Data Analysis, Data Analysis Software, NoSQL, PostgreSQL, Professional Development, Plot (Graphics), Business Analysis, Computational Thinking, Statistical Visualization, Data Mining, Data Science, Data Visualization Software, R Programming, Business Intelligence, Forecasting, Interactive Data Visualization, Statistical Analysis",4.7,9000,Beginner - Professional Certificate,3,6
539,Google Cloud Database Engineer,Google Cloud,"Databases, Cloud Computing, Google Cloud Platform, Data Management, Cloud Platforms, Database Administration, Database Application, SQL, Cloud Infrastructure, Cloud Storage, Data Analysis, Google App Engine, Kubernetes, PostgreSQL",4.7,48000,Intermediate - Specialization,3,6
542,Preparing for Google Cloud Certification: Cloud DevOps Engineer,Google Cloud,"DevOps, Communication, Leadership and Management, Collaboration, Design and Product, Entrepreneurship, Product Development, Product Management, Strategy and Operations, Operations Management, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Culture, Docker (Software), Google App Engine, Google Cloud Platform, Kubernetes",4.7,53000,Beginner - Professional Certificate,3,6
554,AI for Medicine,DeepLearning.AI,"Machine Learning, Machine Learning Algorithms, Deep Learning, Python Programming, Artificial Neural Networks, Statistical Programming, Probability & Statistics",4.7,2000,Intermediate - Specialization,1,3
555,TensorFlow: Advanced Techniques,DeepLearning.AI,"Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks, Applied Machine Learning, Python Programming, Machine Learning Algorithms, Human Learning, Computer Vision, Computer Programming, Network Model, Machine Learning Software, Network Architecture, Training, Visualization (Computer Graphics), Computer Graphic Techniques, Strategy",4.8,1000,Intermediate - Specialization,3,6
558,Google Cloud Fundamentals: Core Infrastructure,Google Cloud,"Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes",4.7,48000,Beginner - Course,1,3
559,Introduction to Cloud Computing,IBM,"Cloud Computing, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, DevOps, IBM Cloud",4.6,,Beginner - Course,1,3
563,Configuration Management and the Cloud,Google,"Cloud Computing, Cloud Platforms, Google Cloud Platform, Leadership and Management",4.7,2000,Beginner - Course,1,4
565,Introduction to Microsoft Azure Cloud Services,Microsoft,"Cloud Applications, Cloud Computing, Cloud Infrastructure, Microsoft Azure, Cloud Management, Cloud Platforms, Cloud Standards, Cloud-Based Integration, Software As A Service, Cloud Storage, Databases",4.6,1000,Beginner - Course,1,4
567,AWS Cloud Practitioner Essentials,Amazon Web Services,"Amazon Web Services, Cloud Computing",4.8,1000,Beginner - Course,1,3
568,Cloud Computing Basics (Cloud 101),LearnQuest,"Cloud Computing, Cloud Platforms, Software As A Service, Cloud Storage, Google Cloud Platform, Internet Of Things, Microsoft Azure",4.5,6000,Beginner - Course,1,3
569,Digital Transformation Using AI/ML with Google Cloud,Google Cloud,"Cloud Computing, Google Cloud Platform, Business Transformation, Business Analysis, Data Management, Cloud Applications, Cloud Clients, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Data Analysis, Kubernetes, Machine Learning, Other Cloud Platforms and Tools, Applied Machine Learning, Human Learning, Innovation, Machine Learning Software, Strategy, Strategy and Operations, Customer Analysis, Machine Learning Algorithms, Cloud API, Google App Engine, Business Intelligence, Organizational Development, Algorithms, Leadership and Management, Data Architecture",4.7,6000,Beginner - Specialization,3,6
571,Cloud-Native Development with OpenShift and Kubernetes,Red Hat,"Cloud Applications, Kubernetes, Cloud Computing, Cloud Platforms",4.7,11000,Intermediate - Specialization,3,6
572,Essential Google Cloud Infrastructure: Foundation,Google Cloud,"Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud-Based Integration, Computer Networking, Computer Programming, Google Cloud Platform, Network Architecture",4.7,17000,Intermediate - Course,1,4
573,Moving to the Cloud,The University of Melbourne,"Cloud Computing, Leadership and Management, Strategy and Operations, Change Management, Cloud Clients, Strategy, Cloud Infrastructure, Cloud Management, Cloud Standards",4.5,22000,Beginner - Course,1,3
574,Google Cloud Digital Leader Training,Google Cloud,"Cloud Computing, Cloud Infrastructure, Google Cloud Platform, Cloud Management, Cloud Platforms, Cloud Applications, Cloud-Based Integration, Cloud Clients, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Data Management, DevOps, System Security, Data Architecture, Google App Engine, Collaboration, Innovation, Leadership and Management, Operations Management, Security Engineering, Machine Learning",4.8,3000,Beginner - Professional Certificate,3,6
576,Internet of Things and AI Cloud,University of California San Diego,"Computer Networking, Internet Of Things, Communication, Computer Vision, Software-Defined Networking, Computer Programming, Cloud Computing, Python Programming",4.2,1000,Intermediate - Specialization,3,6
577,Create a Virtual Private Cloud (VPC) Using AWS,Coursera Project Network,Cloud Computing,4.4,12000,Beginner - Guided Project,,
578,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,"Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Google App Engine, Google Cloud Platform, Java Programming, Kubernetes",4.3,1000,Intermediate - Course,1,4
579,Preparing for your Professional Cloud Architect Journey,Google Cloud,"Google Cloud Platform, Cloud Computing, Cloud Engineering, Critical Thinking, Cloud Applications, Cloud Platforms, Computer Security Models, Devops Tools, Operational Analysis, Software Testing",4.7,1000,Advanced - Course,1,3
580,Getting started with Google Workspace,Google Cloud,"Collaboration, Communication, Google Cloud Platform, Cloud Applications, User Experience, Cloud Platforms, Leadership and Management, Cloud Computing, Business Communication, Organizational Development, Google App Engine, Cloud Storage, Data Management, Planning, Problem Solving, Business Analysis, Spreadsheet Software, Business Process Management, Data Visualization, Other Cloud Platforms and Tools, Project Management, Writing, Professional Development, Data Analysis, Strategy, Exploratory Data Analysis, Design and Product, Visual Design, Graphic Design",4.7,1000,Beginner - Specialization,3,6
581,Starting Your Career with AWS Cloud,Amazon Web Services,Cloud Computing,4.8,47000,Beginner - Specialization,1,3
582,Managing Cloud-native Applications with Kubernetes,Red Hat,"Cloud Applications, Kubernetes, Cloud Computing, Cloud Platforms",4.8,35000,Intermediate - Course,1,4
584,Fundamentals of Cloud Computing,LearnQuest,"Security Engineering, Network Security, Cloud Computing",4.3,21000,Mixed - Course,1,4
585,Exam Prep: AWS Certified Cloud Practitioner Foundations,Amazon Web Services,Cloud Computing,4.5,56000,Beginner - Course,1,4
586,Introduction to SQL for BigQuery and Cloud SQL,Google Cloud,"Cloud Computing, SQL",4.6,70000,Beginner - Project,,
587,Google Cloud Product Fundamentals en Español,Google Cloud,"Google Cloud Platform, Cloud Computing, Planning",4.7,59000,Beginner - Course,1,3
588,"App Deployment, Debugging, and Performance",Google Cloud,"Cloud Computing, Cloud Platforms, Google Cloud Platform",4.6,1000,Intermediate - Course,1,3
589,Understanding Google Cloud Security and Operations,Google Cloud,"Cloud Computing, Cloud Infrastructure, Cloud Management, Google Cloud Platform, Cloud Applications, Collaboration, Leadership and Management, Operations Management, Security Engineering, System Security, DevOps",4.8,59000,Beginner - Course,1,3
590,Foundations of Red Hat Cloud-native Development,Red Hat,"Cloud Applications, Cloud Computing, Kubernetes, Cloud Platforms",4.7,86000,Intermediate - Course,1,4
591,Essential Cloud Infrastructure: Core Services 日本語版,Google Cloud,"Cloud Computing, Google Cloud Platform",4.5,16000,Intermediate - Course,1,3
592,Elastic Cloud Infrastructure: Scaling and Automation em Português Brasileiro,Google Cloud,"Cloud Computing, Google Cloud Platform",4.7,12000,Intermediate - Course,1,3
593,Innovating with Data and Google Cloud,Google Cloud,"Cloud Computing, Data Management, Machine Learning, Cloud Platforms, Google Cloud Platform",4.8,73000,Beginner - Course,1,3
594,Mitigating Security Vulnerabilities on Google Cloud,Google Cloud,"Cloud Computing, Cloud Platforms, Computer Security Models, Google Cloud Platform, Network Security, Security Engineering, Security Software, Security Strategy, Software Security, System Security",4.7,70000,Intermediate - Course,1,4
595,Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,"Big Data, Cloud Computing, Cloud Platforms, Google Cloud Platform, Human Learning, Machine Learning",4.7,16000,Beginner - Course,1,3
596,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM,"Kubernetes, Docker (Software), Cloud Computing",4.4,67000,Intermediate - Course,1,3
597,Reliable Cloud Infrastructure: Design and Process 日本語版,Google Cloud,"Cloud Computing, Google Cloud Platform, Cloud Platforms, Computer Architecture, Cloud Infrastructure, Computer Networking, Cloud Management, Docker (Software), Network Architecture",4.6,80000,Intermediate - Course,1,3
598,Getting Started with Terraform for Google Cloud,Google Cloud,"Cloud Infrastructure, DevOps, Cloud Computing, Cloud Management, Cloud Platforms, Google Cloud Platform",4.6,30000,Beginner - Course,1,3
599,API Security on Google Cloud's Apigee API Platform,Google Cloud,Cloud Computing,4.6,81000,Beginner - Course,1,4
601,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",University of Illinois at Urbana-Champaign,"Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Software As A Service, Amazon Web Services, Cloud-Based Integration, Distributed Computing Architecture, Software Architecture",4.3,81000,Intermediate - Course,1,3
602,Google Cloud Fundamentals: Core Infrastructure dalam bahasa Indonesia,Google Cloud,"Data Management, Databases, Computer Networking, Data Analysis Software, Cloud Computing, Computer Architecture, Network Security, Security Engineering, Business Analysis, Cloud Platforms, Communication, Cloud Storage, Google Cloud Platform, Google App Engine",4.9,60000,Beginner - Course,1,3
603,API Development on Google Cloud's Apigee API Platform,Google Cloud,"Computer Programming, Google Cloud Platform, Computer Programming Tools, Software Engineering, Cloud API, Cloud Applications, Software Architecture, Software Engineering Tools, Cloud Computing, Leadership and Management",4.6,,Beginner - Course,1,3
604,Reliable Cloud Infrastructure: Design and Process em Português Brasileiro,Google Cloud,"Cloud Computing, Computer Architecture, Google Cloud Platform, Cloud Platforms, Software Architecture, Web Development, Cloud Load Balancing, Cloud Storage, DevOps, Full-Stack Web Development",4.7,12000,Intermediate - Course,1,3
605,Getting Started With Application Development,Google Cloud,"Application Development, Cloud Computing, Cloud Platforms, Cloud Storage, Google Cloud Platform",4.5,2000,Intermediate - Course,1,3
606,Elastic Cloud Infrastructure: Scaling and Automation 日本語版,Google Cloud,"Cloud Computing, Google Cloud Platform",4.5,10000,Intermediate - Course,1,3
607,Organizational Change and Culture for Adopting Google Cloud,Google Cloud,"Cloud Computing, Leadership and Management, Strategy and Operations, Business Transformation, DevOps, Innovation, Cloud-Based Integration, Collaboration, Google Cloud Platform, Strategy, Cloud Platforms, Communication, Product Development, Business Analysis, Change Management, Cloud Applications, Cloud Clients, Cloud Infrastructure, Design and Product, Kubernetes, Organizational Development, Other Cloud Platforms and Tools, Business Intelligence, Customer Analysis, Data Analysis, Entrepreneurship, Product Management, Cloud API, Google App Engine, Operations Management, Culture",4.7,3000,Beginner - Specialization,3,6
608,Logging and Monitoring in Google Cloud,Google Cloud,"Cloud Computing, DevOps, Leadership and Management",4.7,19000,Beginner - Course,1,3
609,Modernizing Data Lakes and Data Warehouses with Google Cloud,Google Cloud,"Cloud Computing, Cloud Platforms, Cloud Storage, Data Architecture, Data Management, Data Warehousing, Databases, Google Cloud Platform, SQL, Warehouse Management",4.7,2000,Intermediate - Course,1,3
610,Google Cloud Fundamentals: Core Infrastructure en Français,Google Cloud,"Business Analysis, Cloud Computing, Data Analysis, Databases, Decision Making, Design and Product, Leadership and Management, Network Security, Security Engineering, Strategy, Google Cloud Platform",4.7,75000,Beginner - Course,1,3
611,Cloud Networking,University of Illinois at Urbana-Champaign,"Cloud Computing, Computer Networking, Cloud Infrastructure, Network Architecture, Software-Defined Networking, Network Analysis, Computer Programming, Python Programming",4.4,30000,Mixed - Course,1,3
612,Essential Cloud Infrastructure: Core Services em Português Brasileiro,Google Cloud,"Cloud Computing, Google Cloud Platform",4.7,14000,Intermediate - Course,1,3
613,Cloud Systems Software,Georgia Institute of Technology,Cloud Computing,4.6,77000,Mixed - Course,1,3
614,Alibaba Cloud Computing,Alibaba Cloud Academy,"Cloud Computing, Security Engineering, System Security, Network Security, Security Software, Software Security, Big Data",4.6,12000,Beginner - Specialization,3,6
615,Spring - Cloud Overview,LearnQuest,"Cloud Computing, Cloud Load Balancing, Software Architecture, Software Framework, Web Development",4.3,46000,Intermediate - Course,1,4
616,Infrastructure and Application Modernization with Google Cloud,Google Cloud,"Cloud Applications, Cloud Clients, Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Google Cloud Platform, Kubernetes, Other Cloud Platforms and Tools, Cloud API, Google App Engine",4.7,1000,Beginner - Course,1,3
617,Elastic Cloud Infrastructure: Scaling and Automation en Español,Google Cloud,"Cloud Computing, Cloud Infrastructure",4.9,16000,Intermediate - Course,1,3
619,Developing Cloud Native Applications,IBM,"Cloud Applications, Cloud Computing, IBM Cloud, Cloud API, Cloud Infrastructure, Cloud Management, Cloud Platforms, Continuous Integration, DevOps, Continuous Delivery, Software As A Service, Web Development Tools, NoSQL",4.1,26000,Intermediate - Course,1,3
620,Developing Applications with Google Cloud 日本語版,Google Cloud,"Google Cloud Platform, Cloud Platforms, Databases, Cloud Computing, Cloud API, Cloud Applications, Data Management, Cloud Storage, Computer Architecture, Computer Networking, Business Analysis, Data Analysis, Data Architecture, Kubernetes, Application Development",4.5,73000,Intermediate - Specialization,3,6
621,Applying Machine Learning to your Data with Google Cloud,Google Cloud,"Applied Machine Learning, Big Data, Cloud Computing, Data Analysis, Google Cloud Platform, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, SQL",4.7,1000,Beginner - Course,1,3
623,Serverless Data Processing with Dataflow,Google Cloud,"Google Cloud Platform, Cloud Computing, Cloud Platforms, Apache, Extract, Transform, Load, Cloud Engineering, Computer Architecture, Distributed Computing Architecture, Big Data, DevOps, Data Management",4.1,98000,Intermediate - Specialization,3,6
624,Essential Cloud Infrastructure: Foundation - Français,Google Cloud,Google Cloud Platform,4.6,15000,Intermediate - Course,1,3
625,"Cloud Virtualization, Containers and APIs",Duke University,"Cloud Computing, Continuous Delivery, Continuous Integration, DevOps, Devops Tools, Cloud Applications, Software Architecture, Software Engineering",4.4,90000,Beginner - Course,1,4
626,Microsoft Azure for Data Engineering,Microsoft,"Big Data, Cloud Computing, Cloud Platforms, Cloud Storage, Cloud-Based Integration, Data Architecture, Data Management, Data Warehousing, Databases, Microsoft Azure, Leadership and Management",4.5,49000,Intermediate - Course,1,4
627,Google Cloud Infrastructure for Azure Professionals,Google Cloud,"Cloud Computing, Cloud Platforms, Google App Engine, Google Cloud Platform",4.6,24000,Intermediate - Specialization,1,3
628,Gmail,Google Cloud,"Communication, User Experience, Google Cloud Platform, Leadership and Management, Business Communication, Business Process Management, Collaboration, Organizational Development, Problem Solving, Professional Development, Cloud Computing, Cloud Platforms",4.8,78000,Beginner - Course,1,3
629,Developing Cloud Apps with Node.js and React,IBM,"Javascript, Computer Programming, Web Development, Cloud Computing, Computer Science, IBM Cloud, React (web framework)",4.0,22000,Intermediate - Course,1,3
630,Essential Cloud Infrastructure: Foundation - Bahasa Indonesia,Google Cloud,"Cloud Computing, Cloud Infrastructure, Google Cloud Platform",4.9,37000,Intermediate - Course,1,4
631,Deploying SAP on Google Cloud,Google Cloud,"Cloud Computing, Google Cloud Platform, Cloud Infrastructure, Cloud Platforms, Cloud-Based Integration, Computer Architecture, Computer Networking, Databases, Other Cloud Platforms and Tools, Software As A Service",4.6,17000,Beginner - Course,1,3
632,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español,Google Cloud,"Strategy, Communication, Databases, Leadership and Management, Data Management, Business Analysis, Network Security, Cloud Computing, Database Administration, Market Analysis, Strategy and Operations, Media Strategy & Planning, Cloud Infrastructure, Cloud Platforms, Design and Product, Google Cloud Platform, Kubernetes, Google App Engine, Cloud Storage, Docker (Software)",4.8,1000,Intermediate - Specialization,3,6
634,TensorFlow on Google Cloud,Google Cloud,"Applied Machine Learning, Deep Learning, Machine Learning, Tensorflow, Google Cloud Platform, Artificial Neural Networks, Human Learning, Machine Learning Software, Python Programming, Cloud Computing, Cloud Platforms",4.4,2000,Intermediate - Course,1,3
635,Google Cloud Digital Leader Training 日本語版,Google Cloud,Cloud Computing,4.5,31000,Beginner - Specialization,3,6
636,Preparing for Your Associate Cloud Engineer Journey en Español,Google Cloud,"Leadership and Management, Strategy, Business Analysis, Communication, Data Management, Databases, Market Analysis, Design and Product, Media Strategy & Planning, Strategy and Operations",4.8,8000,Intermediate - Course,1,3
637,On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Google Cloud,"Cloud Computing, Google Cloud Platform, Cloud API",4.7,25000,Beginner - Course,1,4
638,"Data Engineer, Big Data and ML on Google Cloud em Português",Google Cloud,"Databases, Computer Networking, Communication, Data Management, Cloud Computing, Network Security, Data Analysis Software, Leadership and Management, Business Analysis, Security Engineering, Computer Architecture, Data Analysis, Data Structures, Digital Marketing, Cloud Infrastructure, Problem Solving, Google Cloud Platform, Networking Hardware, Software Security, Data Warehousing",4.7,12000,Intermediate - Specialization,3,6
639,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Google Cloud,Cloud Computing,4.7,10000,Beginner - Course,1,4
640,Business Transformation with Google Cloud en Español,Google Cloud,"Business Analysis, Business Transformation, Strategy and Operations, Cloud Computing, Operational Analysis, Strategy, Applied Machine Learning, Computer Security Incident Management, People Analysis, Probability & Statistics",4.6,89000,Beginner - Course,1,3
641,Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,"FinTech, Finance, BlockChain, Innovation, Investment Management, Financial Management, Financial Analysis, Risk Management, General Statistics, Payments, Regulations and Compliance, Algorithms, Behavioral Economics, Entrepreneurial Finance, Market Research, Cryptography, Human Learning, Machine Learning Algorithms, Machine Learning Software, Securities Trading, Applied Machine Learning, Machine Learning, Product Strategy, Business Transformation, Systems Design",4.6,3000,Beginner - Specialization,3,6
642,"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,"FinTech, Finance, Behavioral Economics, BlockChain, Financial Analysis, Financial Management, Market Research, Payments, Risk Management, Regulations and Compliance",4.6,2000,Beginner - Course,1,4
643,Financial Technology (Fintech) Innovations,University of Michigan,"FinTech, Finance, BlockChain, Decision Making, Risk Management, Financial Analysis, Investment Management, Leadership and Management, Critical Thinking, Innovation, Machine Learning, Algorithms, Entrepreneurship, Strategy, Cryptography, Data Mining, Payments, Statistical Analysis, Strategy and Operations, Cyberattacks, Network Security, Statistical Machine Learning, Underwriting, Computer Networking",4.7,2000,Beginner - Specialization,3,6
644,The Future of Payment Technologies,University of Michigan,"FinTech, Finance, Payments, Innovation",4.7,1000,Beginner - Course,1,4
645,FinTech Law and Policy,Duke University,"FinTech, Finance, Regulations and Compliance, Banking, Payments, Financial Management, BlockChain, Entrepreneurial Finance, Accounts Payable and Receivable, Securities Trading",4.8,81000,Beginner - Course,1,3
646,FinTech: Finance Industry Transformation and Regulation,The Hong Kong University of Science and Technology,"FinTech, Finance, Risk Management, Banking, Leadership and Management, Innovation, Regulations and Compliance, BlockChain, E-Commerce, Financial Analysis, Business Process Management, Data Analysis, Exploratory Data Analysis, Payments, Business Development, Computer Security Incident Management, Human Factors (Security)",4.7,77000,Beginner - Specialization,3,6
647,FinTech Foundations and Overview,The Hong Kong University of Science and Technology,"BlockChain, FinTech, Finance, Banking, Data Analysis, E-Commerce, Innovation, Payments, Business Development, Exploratory Data Analysis",4.7,48000,Beginner - Course,1,4
648,Fintech Startups in Emerging Markets,University of Cape Town,"Finance, FinTech, Regulations and Compliance, Banking, BlockChain, Financial Analysis, Business Development, Cryptography, Entrepreneurship, Securities Trading",4.6,20000,Beginner - Specialization,3,6
649,Digital Transformation in Financial Services,Copenhagen Business School,"FinTech, Finance, Innovation, Banking, Business Transformation, Leadership and Management, Payments, Strategy, Strategy and Operations, BlockChain, Business Analysis, Business Development, Cash Management, Decision Making, Entrepreneurship, Investment Management, Network Analysis, Research and Design",4.4,1000,Beginner - Specialization,3,6
650,Decentralized Finance (DeFi): The Future of Finance,Duke University,"BlockChain, FinTech, Finance, Algorithms, Cryptography, Payments, Banking, Risk Management, Contract Management, Computational Logic, Innovation, Regulations and Compliance, Securities Trading, Strategy and Operations, Cyberattacks, Financial Analysis, Investment Management, Security Engineering",4.8,1000,Intermediate - Specialization,3,6
651,How Software Ate Finance,Stanford University,"Finance, Banking, FinTech, Leadership and Management, Financial Management, BlockChain, Investment Management, Market Analysis, Product Strategy, Risk Management, Payments",4.7,12000,Mixed - Course,1,3
652,FinTech Security and Regulation (RegTech),The Hong Kong University of Science and Technology,"FinTech, Regulations and Compliance, Risk Management, Banking, Finance, Financial Analysis, Human Factors (Security), Leadership and Management",4.7,25000,Beginner - Course,1,3
653,FinTech and the Transformation in Financial Services,Copenhagen Business School,"Banking, FinTech, Finance, Payments, BlockChain, Business Transformation, Cash Management, Innovation, Investment Management, Leadership and Management",4.3,1000,Beginner - Course,1,3
654,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,"Basic Descriptive Statistics, Computer Programming, Data Analysis, Finance, Financial Analysis, Probability & Statistics, Python Programming, Statistical Analysis, General Statistics, Probability Distribution, Statistical Programming, Data Visualization",4.4,,Intermediate - Course,1,4
655,Supply Chain Finance Market and Fintech Ecosystem,New York Institute of Finance,"Finance, Supply Chain and Logistics, Supply Chain Systems, FinTech",4.5,68000,Intermediate - Course,1,4
656,FinTech Risk Management,The Hong Kong University of Science and Technology,"FinTech, Leadership and Management, Risk Management, Finance, Business Process Management, Computer Security Incident Management, Regulations and Compliance",4.7,18000,Beginner - Course,1,3
657,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,"Supply Chain and Logistics, Supply Chain Systems, Finance, Accounts Payable and Receivable, Supplier Relationship Management, BlockChain, Payments, Cash Management, Financial Accounting, Financial Management, Leadership and Management, Financial Analysis, FinTech, Procurement",4.5,35000,Intermediate - Specialization,3,6
658,Financial Regulation in Emerging Markets and the Rise of Fintech Companies,University of Cape Town,"Finance, Banking, FinTech, Financial Analysis, Regulations and Compliance, Securities Trading",4.6,15000,Beginner - Course,1,4
659,Economics of Money and Banking,Columbia University,"Banking, Finance",4.9,1000,Mixed - Course,3,6
660,"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",University of Michigan,"FinTech, Finance, Entrepreneurship, Decision Making, Critical Thinking, Innovation, Risk Management, Strategy, Strategy and Operations, Underwriting",4.7,26000,Beginner - Course,1,4
662,Banking and Financial Institutions,University of Illinois at Urbana-Champaign,"Accounting, Banking, Finance, Financial Analysis, Leadership and Management, Financial Accounting, Financial Management, Investment Management, Risk Management, Regulations and Compliance",4.8,14000,Intermediate - Course,1,3
663,"Application of AI, InsurTech, and Real Estate Technology",University of Pennsylvania,"FinTech, Applied Machine Learning, Finance, Financial Analysis, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Product Strategy, BlockChain",4.6,49000,Mixed - Course,1,4
664,"Lending, Crowdfunding, and Modern Investing",University of Pennsylvania,"FinTech, Finance, Innovation, Entrepreneurial Finance, Financial Management, General Statistics, Investment Management, Risk Management, Securities Trading",4.6,53000,Beginner - Course,1,4
665,Blockchain Revolution,INSEAD,"BlockChain, Finance, FinTech, Innovation, Cryptography, Strategy and Operations, System Security, Distributed Computing Architecture, Leadership and Management, Contract Management, Entrepreneurship, Network Model, Network Security, Regulations and Compliance, Research and Design, Strategy, Human Resources, Risk Management, Software Security, Recruitment",4.7,2000,Beginner - Specialization,3,6
666,Blockchain Revolution in Financial Services,INSEAD,"BlockChain, Finance, Cryptography, FinTech, Business Transformation, Innovation, Distributed Computing Architecture, Payments, Leadership and Management, System Security, Network Security, Accounting, Banking, Business Process Management, Contract Management, Financial Accounting, Financial Management, Problem Solving, Security Strategy",4.7,93000,Beginner - Specialization,3,6
667,Building Fintech Startups in Emerging Markets,University of Cape Town,"Business Development, Entrepreneurship, FinTech",4.7,30000,Beginner - Course,1,4
